GeneId:START_ID(Gene),Relation:TYPE,ProteinId:END_ID(Protein),RelationName
1281,GeneToProtein,P02461,Code
1297,GeneToProtein,P20849,Code
720,GeneToProtein,P0C0L4,Code
1292,GeneToProtein,P12110,Code
730,GeneToProtein,P10643,Code
1284,GeneToProtein,P08572,Code
1277,GeneToProtein,P02452,Code
721,GeneToProtein,P0C0L5,Code
1295,GeneToProtein,P27658,Code
28958,GeneToProtein,Q9Y2R0,Code
1298,GeneToProtein,Q14055,Code
1293,GeneToProtein,P12111,Code
493753,GeneToProtein,Q86WW8,Code
1285,GeneToProtein,Q01955,Code
51287,GeneToProtein,Q9NYJ1,Code
84334,GeneToProtein,Q96IL0,Code
1296,GeneToProtein,P25067,Code
256076,GeneToProtein,A8TX70,Code
1299,GeneToProtein,Q14050,Code
388753,GeneToProtein,Q5JTJ3,Code
131873,GeneToProtein,A6NMZ7,Code
731,GeneToProtein,P07357,Code
718,GeneToProtein,P01024,Code
1286,GeneToProtein,P53420,Code
1300,GeneToProtein,Q03692,Code
1289,GeneToProtein,P20908,Code
735,GeneToProtein,P02748,Code
732,GeneToProtein,P07358,Code
729,GeneToProtein,P13671,Code
65260,GeneToProtein,Q96BR5,Code
1290,GeneToProtein,P05997,Code
50509,GeneToProtein,P25940,Code
727,GeneToProtein,P01031,Code
60490,GeneToProtein,Q96CD2,Code
414316,GeneToProtein,Q5SY13,Code
80347,GeneToProtein,Q13057,Code
1301,GeneToProtein,P12107,Code
1302,GeneToProtein,P13942,Code
23242,GeneToProtein,O75128,Code
22837,GeneToProtein,Q53SF7,Code
1303,GeneToProtein,Q99715,Code
1690,GeneToProtein,O43405,Code
253738,GeneToProtein,Q9H4W6,Code
1305,GeneToProtein,Q5TAT6,Code
57593,GeneToProtein,Q9BQW3,Code
1073,GeneToProtein,Q9Y281,Code
1879,GeneToProtein,Q9UH73,Code
7373,GeneToProtein,Q05707,Code
1306,GeneToProtein,P39059,Code
64641,GeneToProtein,Q9HAK2,Code
1072,GeneToProtein,P23528,Code
91949,GeneToProtein,P83436,Code
57511,GeneToProtein,Q9Y2V7,Code
1310,GeneToProtein,Q14993,Code
22796,GeneToProtein,Q14746,Code
81035,GeneToProtein,Q5KU26,Code
9382,GeneToProtein,Q8WTW3,Code
57642,GeneToProtein,Q9P218,Code
25839,GeneToProtein,Q9H9E3,Code
1308,GeneToProtein,Q9UMD9,Code
84342,GeneToProtein,Q96MW5,Code
81578,GeneToProtein,Q96P44,Code
10584,GeneToProtein,Q9Y6Z7,Code
5443,GeneToProtein,P01189,Code
1307,GeneToProtein,Q07092,Code
83548,GeneToProtein,Q96JB2,Code
10466,GeneToProtein,Q9UP83,Code
1208,GeneToProtein,P04118,Code
399948,GeneToProtein,Q6ZS62,Code
78989,GeneToProtein,Q9BWP8,Code
645078,GeneToProtein,Q6ZST2,Code
80781,GeneToProtein,P39060,Code
8292,GeneToProtein,Q9Y215,Code
23412,GeneToProtein,Q9UBI1,Code
169044,GeneToProtein,Q8NFW1,Code
340204,GeneToProtein,A2RUU4,Code
54939,GeneToProtein,Q9H0A8,Code
389383,GeneToProtein,Q6UWE3,Code
149951,GeneToProtein,Q86VX2,Code
54951,GeneToProtein,Q9NX08,Code
28991,GeneToProtein,Q9GZQ3,Code
29099,GeneToProtein,Q9P000,Code
8161,GeneToProtein,P38432,Code
91522,GeneToProtein,Q86Y22,Code
150684,GeneToProtein,Q8N668,Code
170622,GeneToProtein,Q7Z4G1,Code
51397,GeneToProtein,Q9Y6G5,Code
1312,GeneToProtein,P21964,Code
1311,GeneToProtein,P49747,Code
51122,GeneToProtein,Q86X83,Code
84570,GeneToProtein,Q9BXS0,Code
255631,GeneToProtein,Q17RW2,Code
55352,GeneToProtein,Q9NQ92,Code
11316,GeneToProtein,O14579,Code
9276,GeneToProtein,P35606,Code
64326,GeneToProtein,Q8NHY2,Code
372,GeneToProtein,P48444,Code
1314,GeneToProtein,P53621,Code
1315,GeneToProtein,P53618,Code
22818,GeneToProtein,P61923,Code
22820,GeneToProtein,Q9Y678,Code
1317,GeneToProtein,O15431,Code
51226,GeneToProtein,Q9P299,Code
26958,GeneToProtein,Q9UBF2,Code
27235,GeneToProtein,Q96H96,Code
1318,GeneToProtein,O15432,Code
51004,GeneToProtein,Q9Y2Z9,Code
84274,GeneToProtein,Q5HYK3,Code
51117,GeneToProtein,Q9Y3A0,Code
51805,GeneToProtein,Q9NZJ6,Code
10391,GeneToProtein,Q9UQ03,Code
57017,GeneToProtein,O75208,Code
10229,GeneToProtein,Q99807,Code
11151,GeneToProtein,P31146,Code
85301,GeneToProtein,Q8IZC6,Code
136227,GeneToProtein,Q96A83,Code
57175,GeneToProtein,Q9BR76,Code
56997,GeneToProtein,Q8NI60,Code
1325,GeneToProtein,O00230,Code
10699,GeneToProtein,Q9Y5Q5,Code
23603,GeneToProtein,Q9ULV4,Code
79934,GeneToProtein,Q96D53,Code
84940,GeneToProtein,Q6QEF8,Code
340267,GeneToProtein,Q2UY09,Code
7025,GeneToProtein,P10589,Code
79585,GeneToProtein,P57737,Code
7464,GeneToProtein,Q92828,Code
1352,GeneToProtein,Q12887,Code
7026,GeneToProtein,P24468,Code
90639,GeneToProtein,Q49B96,Code
10063,GeneToProtein,Q14061,Code
23406,GeneToProtein,Q14019,Code
51241,GeneToProtein,Q9P0S2,Code
84987,GeneToProtein,Q96I36,Code
1353,GeneToProtein,Q9Y6N1,Code
285521,GeneToProtein,Q8N8Q8,Code
1355,GeneToProtein,Q7KZN9,Code
116228,GeneToProtein,Q5RI15,Code
84701,GeneToProtein,Q96KJ9,Code
1349,GeneToProtein,P24311,Code
1327,GeneToProtein,P13073,Code
1345,GeneToProtein,P09669,Code
1350,GeneToProtein,P15954,Code
341947,GeneToProtein,Q7Z4L0,Code
9167,GeneToProtein,O14548,Code
1348,GeneToProtein,O60397,Code
152100,GeneToProtein,Q7Z7K0,Code
9377,GeneToProtein,P20674,Code
1329,GeneToProtein,P10606,Code
56942,GeneToProtein,Q9NRP2,Code
1351,GeneToProtein,P10176,Code
388272,GeneToProtein,Q6PH81,Code
146556,GeneToProtein,Q6UX73,Code
646174,GeneToProtein,A8MZG2,Code
100506581,GeneToProtein,Q9H693,Code
342346,GeneToProtein,A6NNT2,Code
123775,GeneToProtein,Q6P387,Code
9738,GeneToProtein,O43303,Code
283897,GeneToProtein,Q6UWD8,Code
348807,GeneToProtein,Q494V2,Code
404550,GeneToProtein,Q96GX8,Code
123970,GeneToProtein,Q8WTQ4,Code
283860,GeneToProtein,Q8N9R0,Code
388284,GeneToProtein,Q6ZW13,Code
1583,GeneToProtein,P05108,Code
22994,GeneToProtein,Q9UPN4,Code
1543,GeneToProtein,P04798,Code
388701,GeneToProtein,Q5VU69,Code
57404,GeneToProtein,Q6UW02,Code
1544,GeneToProtein,P05177,Code
9662,GeneToProtein,Q66GS9,Code
1591,GeneToProtein,Q07973,Code
56603,GeneToProtein,Q9NR63,Code
1588,GeneToProtein,P11511,Code
1586,GeneToProtein,P05093,Code
1555,GeneToProtein,P20813,Code
340665,GeneToProtein,Q6V0L0,Code
1548,GeneToProtein,P11509,Code
11190,GeneToProtein,Q9BV73,Code
1549,GeneToProtein,P20853,Code
1589,GeneToProtein,P08686,Code
1562,GeneToProtein,P33260,Code
1571,GeneToProtein,P05181,Code
1573,GeneToProtein,P51589,Code
1593,GeneToProtein,Q02318,Code
1545,GeneToProtein,Q16678,Code
1553,GeneToProtein,Q16696,Code
1565,GeneToProtein,P10635,Code
1557,GeneToProtein,P33261,Code
1564,GeneToProtein,A0A087X1C5,Code
54905,GeneToProtein,Q8TAV3,Code
120227,GeneToProtein,Q6VVX0,Code
1594,GeneToProtein,O15528,Code
1592,GeneToProtein,O43174,Code
1572,GeneToProtein,P24903,Code
1558,GeneToProtein,P10632,Code
29785,GeneToProtein,Q96SQ9,Code
10858,GeneToProtein,Q9Y6A2,Code
113612,GeneToProtein,Q7Z449,Code
64816,GeneToProtein,Q9HB55,Code
1559,GeneToProtein,P11712,Code
199974,GeneToProtein,Q86W10,Code
51302,GeneToProtein,Q9NYL5,Code
11283,GeneToProtein,P98187,Code
163720,GeneToProtein,Q8N1L4,Code
57834,GeneToProtein,Q9HBI6,Code
66002,GeneToProtein,Q9HCS2,Code
1579,GeneToProtein,Q02928,Code
126410,GeneToProtein,Q6NT55,Code
1595,GeneToProtein,Q16850,Code
9420,GeneToProtein,O75881,Code
1576,GeneToProtein,P08684,Code
8529,GeneToProtein,P78329,Code
285440,GeneToProtein,Q6ZWL3,Code
284541,GeneToProtein,Q5TCH4,Code
1577,GeneToProtein,P20815,Code
1582,GeneToProtein,Q9UNU6,Code
260293,GeneToProtein,Q8N118,Code
1580,GeneToProtein,P13584,Code
4051,GeneToProtein,Q08477,Code
1581,GeneToProtein,P22680,Code
1551,GeneToProtein,P24462,Code
80315,GeneToProtein,Q17RY0,Code
79974,GeneToProtein,A4D0V7,Code
64506,GeneToProtein,Q9BZB8,Code
132864,GeneToProtein,Q7Z5Q1,Code
10814,GeneToProtein,Q6PUV4,Code
57019,GeneToProtein,Q6FI81,Code
22849,GeneToProtein,Q8NE35,Code
221184,GeneToProtein,Q96FN4,Code
112268164,GeneToProtein,A0A1W2PPK0,Code
65250,GeneToProtein,Q9H799,Code
826,GeneToProtein,P04632,Code
8895,GeneToProtein,O75131,Code
105371346,GeneToProtein,A0A1W2PPM1,Code
594855,GeneToProtein,Q8WVH0,Code
79363,GeneToProtein,Q9BU20,Code
131034,GeneToProtein,Q96A23,Code
339302,GeneToProtein,Q7Z7G2,Code
57699,GeneToProtein,Q9HCH3,Code
84290,GeneToProtein,Q96L46,Code
642843,GeneToProtein,A6NMK7,Code
55313,GeneToProtein,Q9BRF8,Code
10815,GeneToProtein,O14810,Code
27151,GeneToProtein,Q8IZJ3,Code
9362,GeneToProtein,O95741,Code
8904,GeneToProtein,Q99829,Code
1370,GeneToProtein,P22792,Code
27132,GeneToProtein,Q9UBL6,Code
79869,GeneToProtein,Q8N684,Code
56265,GeneToProtein,Q96SM3,Code
144402,GeneToProtein,Q86YQ8,Code
119587,GeneToProtein,Q8N436,Code
1375,GeneToProtein,Q92523,Code
151835,GeneToProtein,Q8IYJ1,Code
53981,GeneToProtein,Q9P2I0,Code
11051,GeneToProtein,O43809,Code
80772,GeneToProtein,Q5TA50,Code
29894,GeneToProtein,Q10570,Code
126129,GeneToProtein,Q8TCG5,Code
284099,GeneToProtein,Q8N4C9,Code
55028,GeneToProtein,Q9BSJ5,Code
51692,GeneToProtein,Q9UKF6,Code
54504,GeneToProtein,Q9H3G5,Code
100506650,GeneToProtein,F2Z3M2,Code
110806298,GeneToProtein,A0A1B0GUU1,Code
119139905,GeneToProtein,A0A1B0GUV1,Code
1373,GeneToProtein,P31327,Code
92241,GeneToProtein,Q6JBY9,Code
11052,GeneToProtein,Q16630,Code
53336,GeneToProtein,Q8N123,Code
388407,GeneToProtein,Q86X59,Code
497661,GeneToProtein,Q8TCD1,Code
146853,GeneToProtein,Q8WW18,Code
84981,GeneToProtein,Q0VDD5,Code
56651,GeneToProtein,Q9BZP3,Code
147276,GeneToProtein,Q96N68,Code
1376,GeneToProtein,P23786,Code
147525,GeneToProtein,Q96FQ7,Code
339263,GeneToProtein,A8MQB3,Code
10898,GeneToProtein,O95639,Code
388327,GeneToProtein,A8MU93,Code
644041,GeneToProtein,Q68DL7,Code
221241,GeneToProtein,Q7Z4B0,Code
283982,GeneToProtein,Q8N7U9,Code
100130480,GeneToProtein,J3KSC0,Code
284185,GeneToProtein,Q8N8I6,Code
400591,GeneToProtein,A2RUQ5,Code
83608,GeneToProtein,Q32NC0,Code
100130311,GeneToProtein,Q6ZR85,Code
284018,GeneToProtein,Q2M2W7,Code
93058,GeneToProtein,Q96MF6,Code
339210,GeneToProtein,Q0P5P2,Code
80219,GeneToProtein,Q9H8M1,Code
146723,GeneToProtein,Q96MU5,Code
1380,GeneToProtein,P20023,Code
1378,GeneToProtein,P17927,Code
1374,GeneToProtein,P50416,Code
55118,GeneToProtein,Q9NQ79,Code
1379,GeneToProtein,Q2VPA4,Code
1412,GeneToProtein,P53672,Code
84699,GeneToProtein,Q68CJ9,Code
1415,GeneToProtein,P43320,Code
57482,GeneToProtein,Q6ZU35,Code
1413,GeneToProtein,P53673,Code
148327,GeneToProtein,Q8TEY5,Code
343990,GeneToProtein,Q6NV74,Code
1411,GeneToProtein,P05813,Code
1417,GeneToProtein,P26998,Code
90993,GeneToProtein,Q96BA8,Code
8738,GeneToProtein,P78560,Code
1414,GeneToProtein,P53674,Code
91851,GeneToProtein,Q9BU40,Code
51185,GeneToProtein,Q96SW2,Code
202,GeneToProtein,Q9Y4K1,Code
4163,GeneToProtein,P23508,Code
55057,GeneToProtein,Q8N1P7,Code
25884,GeneToProtein,Q6WN34,Code
54544,GeneToProtein,Q9UGL9,Code
64764,GeneToProtein,Q70SY1,Code
131544,GeneToProtein,Q68DQ2,Code
8804,GeneToProtein,O75629,Code
200407,GeneToProtein,Q8IUH2,Code
1385,GeneToProtein,P16220,Code
1389,GeneToProtein,O60519,Code
728763,GeneToProtein,H7BZ55,Code
78987,GeneToProtein,Q96HD1,Code
153222,GeneToProtein,Q8IUR6,Code
26039,GeneToProtein,O75177,Code
1419,GeneToProtein,P07316,Code
1395,GeneToProtein,Q13324,Code
79174,GeneToProtein,Q6UXH1,Code
10488,GeneToProtein,O43889,Code
89832,GeneToProtein,Q494W8,Code
1393,GeneToProtein,P24387,Code
155051,GeneToProtein,Q8WXF5,Code
1418,GeneToProtein,P11844,Code
9586,GeneToProtein,Q02930,Code
1420,GeneToProtein,P07315,Code
1394,GeneToProtein,P34998,Code
1392,GeneToProtein,P06850,Code
1390,GeneToProtein,Q03060,Code
167,GeneToProtein,P54107,Code
1396,GeneToProtein,P50238,Code
1421,GeneToProtein,P07320,Code
7180,GeneToProtein,P16562,Code
9244,GeneToProtein,O75462,Code
51232,GeneToProtein,Q9NZV1,Code
1397,GeneToProtein,P52943,Code
10321,GeneToProtein,P54108,Code
64109,GeneToProtein,Q9HC73,Code
401262,GeneToProtein,Q6Q6R5,Code
1398,GeneToProtein,P46108,Code
9419,GeneToProtein,Q9P021,Code
51379,GeneToProtein,Q8IUI8,Code
49860,GeneToProtein,Q9UBG3,Code
57571,GeneToProtein,A5YM72,Code
83690,GeneToProtein,Q9H336,Code
57585,GeneToProtein,Q96RY5,Code
54675,GeneToProtein,Q9UJA2,Code
10485,GeneToProtein,Q13536,Code
1399,GeneToProtein,P46109,Code
83716,GeneToProtein,Q9H0B8,Code
9696,GeneToProtein,Q5TZA2,Code
140902,GeneToProtein,Q9H3Y0,Code
51340,GeneToProtein,Q9BZJ0,Code
84809,GeneToProtein,Q86T23,Code
114819,GeneToProtein,Q8IVE0,Code
56253,GeneToProtein,O95727,Code
23373,GeneToProtein,Q6UUV9,Code
10491,GeneToProtein,O75718,Code
1401,GeneToProtein,P02741,Code
200186,GeneToProtein,Q53ET0,Code
375791,GeneToProtein,A8MQ03,Code
64784,GeneToProtein,Q6UUV7,Code
23418,GeneToProtein,P82279,Code
1408,GeneToProtein,Q49AN0,Code
1406,GeneToProtein,O43186,Code
286204,GeneToProtein,Q5IJ48,Code
1427,GeneToProtein,P22914,Code
92359,GeneToProtein,Q9BUF7,Code
1409,GeneToProtein,P02489,Code
1410,GeneToProtein,P02511,Code
126526,GeneToProtein,Q8N9M1,Code
51084,GeneToProtein,Q9Y2S2,Code
646457,GeneToProtein,A6NJJ6,Code
1407,GeneToProtein,Q16526,Code
55150,GeneToProtein,Q9NVV2,Code
342918,GeneToProtein,C9J6K1,Code
284385,GeneToProtein,K7EIQ3,Code
83636,GeneToProtein,Q9NSK7,Code
147646,GeneToProtein,I3L1E1,Code
111064650,GeneToProtein,A0A1B0GUS0,Code
147685,GeneToProtein,Q8NEA5,Code
111064647,GeneToProtein,A0A1B0GTH6,Code
148223,GeneToProtein,Q9UFG5,Code
1428,GeneToProtein,Q14894,Code
84167,GeneToProtein,Q9H6X5,Code
51380,GeneToProtein,Q9Y600,Code
9725,GeneToProtein,O94886,Code
399726,GeneToProtein,Q5T4H9,Code
27254,GeneToProtein,Q9Y534,Code
158511,GeneToProtein,Q6PB30,Code
102723547,GeneToProtein,Q9Y5P2,Code
148046,GeneToProtein,Q8TBR5,Code
30818,GeneToProtein,Q9Y2W7,Code
55362,GeneToProtein,Q5T3F8,Code
1438,GeneToProtein,P15509,Code
57156,GeneToProtein,Q9P1W3,Code
7812,GeneToProtein,O75534,Code
1440,GeneToProtein,P09919,Code
1437,GeneToProtein,P04141,Code
255082,GeneToProtein,Q6XLA1,Code
1441,GeneToProtein,Q99062,Code
1442,GeneToProtein,P0DML2,Code
1436,GeneToProtein,P07333,Code
1443,GeneToProtein,P0DML3,Code
1459,GeneToProtein,P19784,Code
1445,GeneToProtein,P41240,Code
57524,GeneToProtein,Q8WXD9,Code
1460,GeneToProtein,P67870,Code
1444,GeneToProtein,Q14406,Code
283106,GeneToProtein,Q8NEV1,Code
57513,GeneToProtein,Q8WXE0,Code
1435,GeneToProtein,P09603,Code
751071,GeneToProtein,A8MUP2,Code
1457,GeneToProtein,P68400,Code
8573,GeneToProtein,O14936,Code
64478,GeneToProtein,Q96PZ7,Code
10980,GeneToProtein,Q7L5N1,Code
2873,GeneToProtein,Q13098,Code
114784,GeneToProtein,Q7Z408,Code
114788,GeneToProtein,Q7Z407,Code
51138,GeneToProtein,Q9BT78,Code
10920,GeneToProtein,Q99627,Code
50813,GeneToProtein,Q9UBW8,Code
8533,GeneToProtein,Q9UNS2,Code
150678,GeneToProtein,Q8WXC6,Code
9318,GeneToProtein,P61201,Code
64708,GeneToProtein,Q9H9Q2,Code
10987,GeneToProtein,Q92905,Code
1464,GeneToProtein,Q6UVK1,Code
10675,GeneToProtein,O95196,Code
1462,GeneToProtein,P13611,Code
57325,GeneToProtein,Q9H8E8,Code
79848,GeneToProtein,Q1MSJ5,Code
1466,GeneToProtein,Q16527,Code
10047,GeneToProtein,O60676,Code
140880,GeneToProtein,Q9H112,Code
8048,GeneToProtein,P50461,Code
128821,GeneToProtein,Q9H4G1,Code
64651,GeneToProtein,Q96S65,Code
128820,GeneToProtein,Q5W188,Code
1477,GeneToProtein,Q05048,Code
128822,GeneToProtein,Q5W186,Code
81566,GeneToProtein,Q9H175,Code
80034,GeneToProtein,Q8WYN3,Code
1478,GeneToProtein,P33240,Code
128653,GeneToProtein,Q9NUB4,Code
284756,GeneToProtein,Q8N268,Code
128864,GeneToProtein,Q9BQM9,Code
79096,GeneToProtein,Q9H6J7,Code
140873,GeneToProtein,Q96LM9,Code
1465,GeneToProtein,P21291,Code
22883,GeneToProtein,O94985,Code
139538,GeneToProtein,P0C5K6,Code
400831,GeneToProtein,A1L168,Code
140680,GeneToProtein,Q9NUD7,Code
149934,GeneToProtein,Q9H4R4,Code
284805,GeneToProtein,Q8NBC4,Code
541466,GeneToProtein,Q5HYN5,Code
284739,GeneToProtein,A0A1B0GTL2,Code
1479,GeneToProtein,Q12996,Code
728911,GeneToProtein,Q5DJT8,Code
441519,GeneToProtein,Q8NHU0,Code
441521,GeneToProtein,P0DMU8,Code
541465,GeneToProtein,P0DMU7,Code
23283,GeneToProtein,Q9H0L4,Code
101060211,GeneToProtein,P0DMV0,Code
102723737,GeneToProtein,P0DMV1,Code
64084,GeneToProtein,Q9H4D0,Code
102723680,GeneToProtein,P0DMV2,Code
102723631,GeneToProtein,P0DMU9,Code
728096,GeneToProtein,Q5JQC4,Code
55917,GeneToProtein,Q9P2B4,Code
128817,GeneToProtein,Q9H114,Code
643311,GeneToProtein,P0C2W7,Code
54967,GeneToProtein,Q8WUE5,Code
727838,GeneToProtein,A0A0U1RQG5,Code
196993,GeneToProtein,P0C5K7,Code
9746,GeneToProtein,Q9BQT9,Code
30848,GeneToProtein,O75638,Code
1487,GeneToProtein,Q13363,Code
56259,GeneToProtein,Q8WYA6,Code
340307,GeneToProtein,Q86UF2,Code
100142659,GeneToProtein,P0CG41,Code
643854,GeneToProtein,A4FU28,Code
115908,GeneToProtein,Q96CG8,Code
441294,GeneToProtein,A4D2H0,Code
63922,GeneToProtein,Q8WVB6,Code
126969,GeneToProtein,Q8N4M1,Code
54921,GeneToProtein,P0CG13,Code
9150,GeneToProtein,Q9Y5B0,Code
1488,GeneToProtein,P56545,Code
1493,GeneToProtein,P16410,Code
58190,GeneToProtein,Q9GZU7,Code
9811,GeneToProtein,O43310,Code
1489,GeneToProtein,Q16619,Code
80736,GeneToProtein,Q53GD3,Code
57153,GeneToProtein,Q8IWA5,Code
10106,GeneToProtein,O14595,Code
246100,GeneToProtein,P78358,Code
10217,GeneToProtein,O15194,Code
64693,GeneToProtein,Q9HC47,Code
64693,GeneToProtein,Q96RT6,Code
220112,GeneToProtein,Q8IX95,Code
100128553,GeneToProtein,Q8IX94,Code
204962,GeneToProtein,Q8NCS7,Code
1496,GeneToProtein,P26232,Code
5932,GeneToProtein,Q99708,Code
80169,GeneToProtein,Q2NKJ3,Code
23446,GeneToProtein,Q8WWI5,Code
1500,GeneToProtein,O60716,Code
140690,GeneToProtein,Q8NI51,Code
1497,GeneToProtein,O60931,Code
29119,GeneToProtein,Q9UI47,Code
1495,GeneToProtein,P35221,Code
84889,GeneToProtein,Q8WY07,Code
6541,GeneToProtein,P30825,Code
10664,GeneToProtein,P49711,Code
1501,GeneToProtein,Q9UQB3,Code
6545,GeneToProtein,O43246,Code
57828,GeneToProtein,Q6ZRH7,Code
1504,GeneToProtein,P17538,Code
8727,GeneToProtein,Q9UBT7,Code
11330,GeneToProtein,Q99895,Code
9646,GeneToProtein,Q6PD62,Code
117144,GeneToProtein,Q8NEC5,Code
440387,GeneToProtein,Q6GPI1,Code
6542,GeneToProtein,P52569,Code
151254,GeneToProtein,Q53TS8,Code
117155,GeneToProtein,Q96P56,Code
25858,GeneToProtein,Q9NTU4,Code
1506,GeneToProtein,P40313,Code
51496,GeneToProtein,Q05D32,Code
347732,GeneToProtein,Q86XQ3,Code
11113,GeneToProtein,O14578,Code
90353,GeneToProtein,Q7Z7A3,Code
1499,GeneToProtein,P35222,Code
378807,GeneToProtein,Q7RTX7,Code
83992,GeneToProtein,Q8WZ74,Code
79820,GeneToProtein,Q9H7T0,Code
100996492,GeneToProtein,A0A1B0GTU2,Code
728409,GeneToProtein,A6NM66,Code
100996521,GeneToProtein,A0A1B0GV90,Code
54058,GeneToProtein,P58505,Code
100126693,GeneToProtein,Q6ZN03,Code
348180,GeneToProtein,Q2VPK5,Code
400866,GeneToProtein,Q6XXX2,Code
84536,GeneToProtein,P58512,Code
257062,GeneToProtein,Q86XM0,Code
54143,GeneToProtein,Q8TCZ7,Code
100505929,GeneToProtein,A6NIU2,Code
114036,GeneToProtein,P59036,Code
114038,GeneToProtein,P59037,Code
246704,GeneToProtein,P59091,Code
54072,GeneToProtein,P58513,Code
404217,GeneToProtein,P60606,Code
399697,GeneToProtein,P0C2S0,Code
257044,GeneToProtein,Q5SY80,Code
613212,GeneToProtein,Q4LDR2,Code
150135,GeneToProtein,Q96M42,Code
79004,GeneToProtein,Q9H467,Code
8451,GeneToProtein,Q13619,Code
23113,GeneToProtein,Q8IWT3,Code
404093,GeneToProtein,Q9NWM3,Code
8453,GeneToProtein,Q13617,Code
8450,GeneToProtein,Q13620,Code
8454,GeneToProtein,Q13616,Code
8029,GeneToProtein,O60494,Code
51596,GeneToProtein,O60888,Code
8065,GeneToProtein,Q93034,Code
8452,GeneToProtein,Q13618,Code
51076,GeneToProtein,Q9NTM9,Code
128977,GeneToProtein,Q6P5X5,Code
9820,GeneToProtein,Q14999,Code
1523,GeneToProtein,P39880,Code
150297,GeneToProtein,Q6IC83,Code
51503,GeneToProtein,Q9P013,Code
23316,GeneToProtein,O14529,Code
54883,GeneToProtein,Q9NXE8,Code
57703,GeneToProtein,Q9HCG8,Code
50624,GeneToProtein,Q86UP6,Code
150248,GeneToProtein,Q8WYQ4,Code
25775,GeneToProtein,Q9Y442,Code
25770,GeneToProtein,O95567,Code
200298,GeneToProtein,Q8N1L1,Code
10283,GeneToProtein,Q6UX04,Code
254158,GeneToProtein,Q96LI9,Code
100129239,GeneToProtein,A0A1B0GTR3,Code
100133053,GeneToProtein,P0DPH9,Code
100996279,GeneToProtein,Q8N2A0,Code
158830,GeneToProtein,A6NEN9,Code
347487,GeneToProtein,Q5JRM2,Code
1337,GeneToProtein,P12074,Code
84694,GeneToProtein,Q969M2,Code
1524,GeneToProtein,P49238,Code
2700,GeneToProtein,Q9Y6H8,Code
1346,GeneToProtein,P24310,Code
203414,GeneToProtein,Q8TB33,Code
1340,GeneToProtein,P14854,Code
2703,GeneToProtein,P48165,Code
100129464,GeneToProtein,A6NGU7,Code
724087,GeneToProtein,Q5VT33,Code
1339,GeneToProtein,Q02221,Code
2701,GeneToProtein,P35212,Code
159013,GeneToProtein,Q8TB03,Code
2707,GeneToProtein,O75712,Code
1347,GeneToProtein,P14406,Code
158801,GeneToProtein,Q8N9T2,Code
81025,GeneToProtein,P57773,Code
125965,GeneToProtein,Q6YFQ2,Code
2921,GeneToProtein,P19876,Code
100130361,GeneToProtein,A8MYA2,Code
127534,GeneToProtein,Q9NTQ9,Code
170712,GeneToProtein,Q8TF08,Code
2702,GeneToProtein,P36382,Code
2709,GeneToProtein,O95377,Code
2705,GeneToProtein,P08034,Code
2697,GeneToProtein,P17302,Code
6374,GeneToProtein,P42830,Code
1525,GeneToProtein,P78310,Code
10663,GeneToProtein,O00574,Code
3579,GeneToProtein,P25025,Code
10804,GeneToProtein,O95452,Code
6372,GeneToProtein,P80162,Code
375519,GeneToProtein,Q6PEY0,Code
5473,GeneToProtein,P02775,Code
2920,GeneToProtein,P19875,Code
57369,GeneToProtein,Q9UKL4,Code
10052,GeneToProtein,P36383,Code
7852,GeneToProtein,P61073,Code
349149,GeneToProtein,Q8NFK1,Code
4283,GeneToProtein,Q07325,Code
2833,GeneToProtein,P49682,Code
125111,GeneToProtein,Q8N144,Code
100126572,GeneToProtein,A6NN92,Code
2706,GeneToProtein,P29033,Code
57165,GeneToProtein,Q5T442,Code
219770,GeneToProtein,Q96KN9,Code
3627,GeneToProtein,P02778,Code
3577,GeneToProtein,P25024,Code
284340,GeneToProtein,Q6UXB2,Code
8933,GeneToProtein,O15255,Code
1537,GeneToProtein,P08574,Code
6373,GeneToProtein,O14625,Code
10563,GeneToProtein,O43927,Code
1535,GeneToProtein,P13498,Code
643,GeneToProtein,P32302,Code
9547,GeneToProtein,O95715,Code
30827,GeneToProtein,Q9P0U4,Code
80319,GeneToProtein,Q9H2H0,Code
58191,GeneToProtein,Q9H2A7,Code
51523,GeneToProtein,Q7LFL8,Code
1536,GeneToProtein,P04839,Code
1534,GeneToProtein,P49447,Code
220002,GeneToProtein,Q8NBI2,Code
80777,GeneToProtein,O43169,Code
1528,GeneToProtein,P00167,Code
79415,GeneToProtein,Q9BQA9,Code
27101,GeneToProtein,Q9HB71,Code
79901,GeneToProtein,Q53TN4,Code
54205,GeneToProtein,P99999,Code
23191,GeneToProtein,Q7L576,Code
26999,GeneToProtein,Q96F07,Code
114757,GeneToProtein,Q8WWM9,Code
9265,GeneToProtein,O43739,Code
27128,GeneToProtein,Q9UIA0,Code
9267,GeneToProtein,Q15438,Code
102724485,GeneToProtein,A0A8V8TMC4,Code
1540,GeneToProtein,Q9NQC7,Code
9266,GeneToProtein,Q99418,Code
1538,GeneToProtein,P35663,Code
1539,GeneToProtein,Q14093,Code
192668,GeneToProtein,Q717R9,Code
78996,GeneToProtein,Q9BWK5,Code
81553,GeneToProtein,Q9H0Q0,Code
51571,GeneToProtein,Q9NUQ9,Code
1476,GeneToProtein,P04080,Code
