GeneId:START_ID(Gene),Relation:TYPE,ProteinId:END_ID(Protein),RelationName
28639,GeneToProtein,P01850,Code
28516,GeneToProtein,A0JD37,Code
84231,GeneToProtein,Q6Q0C0,Code
28526,GeneToProtein,B7Z8K6,Code
28525,GeneToProtein,P0DPR3,Code
50852,GeneToProtein,Q6PIZ9,Code
28522,GeneToProtein,A0A075B706,Code
11181,GeneToProtein,O43280,Code
28638,GeneToProtein,A0A5B9,Code
6895,GeneToProtein,Q15633,Code
1787,GeneToProtein,O14717,Code
55809,GeneToProtein,Q96PN7,Code
7187,GeneToProtein,Q13114,Code
10345,GeneToProtein,Q13061,Code
6957,GeneToProtein,P0DSE2,Code
6957,GeneToProtein,P0DTU4,Code
54210,GeneToProtein,Q9NP99,Code
9618,GeneToProtein,Q9BUZ4,Code
28518,GeneToProtein,A0A1B0GX56,Code
6966,GeneToProtein,P0CF51,Code
6967,GeneToProtein,P03986,Code
6968,GeneToProtein,A0A075B6S0,Code
54209,GeneToProtein,Q9NZC2,Code
6973,GeneToProtein,A0A0A0MS02,Code
11277,GeneToProtein,Q9NSU2,Code
6974,GeneToProtein,A0A075B6R0,Code
6976,GeneToProtein,P03979,Code
6977,GeneToProtein,A0A0C4DH28,Code
6978,GeneToProtein,A0A0B4J1U4,Code
6982,GeneToProtein,A0A0C4DH27,Code
29953,GeneToProtein,Q9UKU6,Code
11219,GeneToProtein,Q9BQ50,Code
6983,GeneToProtein,Q99603,Code
7018,GeneToProtein,P02787,Code
4057,GeneToProtein,P02788,Code
4241,GeneToProtein,P08582,Code
7201,GeneToProtein,P34981,Code
10107,GeneToProtein,Q9UDY6,Code
7062,GeneToProtein,Q07283,Code
9830,GeneToProtein,Q14142,Code
129868,GeneToProtein,Q96BQ3,Code
81559,GeneToProtein,Q96F44,Code
89870,GeneToProtein,Q9C019,Code
54765,GeneToProtein,Q96DX7,Code
84767,GeneToProtein,Q9BSJ1,Code
5987,GeneToProtein,P14373,Code
4591,GeneToProtein,O94972,Code
7200,GeneToProtein,P20396,Code
84851,GeneToProtein,Q96A61,Code
10626,GeneToProtein,O95361,Code
391712,GeneToProtein,Q5EBN2,Code
10346,GeneToProtein,Q8IYM9,Code
80263,GeneToProtein,Q9H8W5,Code
23650,GeneToProtein,Q14134,Code
55223,GeneToProtein,Q9BVG3,Code
57159,GeneToProtein,Q9BYV2,Code
10206,GeneToProtein,O60858,Code
10475,GeneToProtein,O00635,Code
373,GeneToProtein,P36406,Code
80128,GeneToProtein,Q7Z4K8,Code
493829,GeneToProtein,Q6ZMU5,Code
11074,GeneToProtein,Q9BZY9,Code
51127,GeneToProtein,Q9Y577,Code
166655,GeneToProtein,Q495X7,Code
84675,GeneToProtein,Q9BYV6,Code
84676,GeneToProtein,Q969Q1,Code
56658,GeneToProtein,Q9HCM9,Code
10221,GeneToProtein,Q96RU8,Code
22954,GeneToProtein,Q13049,Code
120146,GeneToProtein,A6NGJ6,Code
375593,GeneToProtein,Q86UV7,Code
7706,GeneToProtein,Q14258,Code
91107,GeneToProtein,Q96LD4,Code
4281,GeneToProtein,O15344,Code
23321,GeneToProtein,Q9C040,Code
378108,GeneToProtein,Q86UV6,Code
28951,GeneToProtein,Q92519,Code
391714,GeneToProtein,A6NK02,Code
81844,GeneToProtein,Q9BRZ2,Code
201292,GeneToProtein,Q6PJ69,Code
135644,GeneToProtein,Q6P9F5,Code
79097,GeneToProtein,Q8IWZ4,Code
57093,GeneToProtein,P0CI25,Code
25893,GeneToProtein,Q8NG06,Code
390231,GeneToProtein,I1YAP6,Code
7726,GeneToProtein,Q12899,Code
9866,GeneToProtein,O15016,Code
57761,GeneToProtein,Q96RU7,Code
10612,GeneToProtein,O75382,Code
85363,GeneToProtein,Q9C035,Code
51592,GeneToProtein,Q9UPN9,Code
286827,GeneToProtein,Q8IWR1,Code
90933,GeneToProtein,Q8WV44,Code
51499,GeneToProtein,O43715,Code
440730,GeneToProtein,Q6ZTA4,Code
135892,GeneToProtein,Q86XT4,Code
117854,GeneToProtein,Q9C030,Code
89122,GeneToProtein,Q9C037,Code
55128,GeneToProtein,Q6AZZ1,Code
287015,GeneToProtein,Q8IWZ5,Code
9865,GeneToProtein,Q7L0X0,Code
79002,GeneToProtein,Q9BQ61,Code
7204,GeneToProtein,O75962,Code
53840,GeneToProtein,Q9BYJ4,Code
140691,GeneToProtein,Q86WT6,Code
81786,GeneToProtein,Q9C029,Code
23087,GeneToProtein,Q9UPQ4,Code
11043,GeneToProtein,Q9UJV3,Code
81603,GeneToProtein,Q9BZR9,Code
55521,GeneToProtein,Q9NQ86,Code
9325,GeneToProtein,Q15650,Code
60487,GeneToProtein,Q7Z4G4,Code
114088,GeneToProtein,Q9C026,Code
55621,GeneToProtein,Q9NXH9,Code
81627,GeneToProtein,Q7Z2T5,Code
54482,GeneToProtein,Q9NUP7,Code
7205,GeneToProtein,Q15654,Code
339976,GeneToProtein,Q8N9V2,Code
79979,GeneToProtein,Q96GJ1,Code
205860,GeneToProtein,Q8N7C3,Code
9321,GeneToProtein,Q15643,Code
57570,GeneToProtein,Q32P41,Code
27037,GeneToProtein,Q8IZ69,Code
9320,GeneToProtein,Q14669,Code
152992,GeneToProtein,Q8IYL2,Code
286144,GeneToProtein,Q629K1,Code
24140,GeneToProtein,Q9UET6,Code
51605,GeneToProtein,Q9UJA5,Code
115708,GeneToProtein,Q96FX7,Code
57604,GeneToProtein,Q9P272,Code
4234,GeneToProtein,Q9UBP6,Code
340205,GeneToProtein,Q86YW5,Code
79865,GeneToProtein,Q5T2D2,Code
285852,GeneToProtein,Q6UXN2,Code
388610,GeneToProtein,Q6NT89,Code
51531,GeneToProtein,Q9BU70,Code
7216,GeneToProtein,Q12816,Code
9881,GeneToProtein,O15050,Code
51095,GeneToProtein,Q96Q11,Code
10024,GeneToProtein,Q12815,Code
8989,GeneToProtein,O75762,Code
7220,GeneToProtein,P48995,Code
7223,GeneToProtein,Q9UBN4,Code
7224,GeneToProtein,Q9UL62,Code
7222,GeneToProtein,Q13507,Code
7225,GeneToProtein,Q9Y210,Code
57113,GeneToProtein,Q9HCX4,Code
7226,GeneToProtein,O94759,Code
51393,GeneToProtein,Q9Y5S1,Code
7227,GeneToProtein,Q9UHF7,Code
80036,GeneToProtein,Q9HCF6,Code
162514,GeneToProtein,Q8NET8,Code
4308,GeneToProtein,Q7Z4N2,Code
83707,GeneToProtein,Q86TN4,Code
54795,GeneToProtein,Q8TD43,Code
8295,GeneToProtein,Q9Y4A5,Code
7442,GeneToProtein,Q8NER1,Code
59341,GeneToProtein,Q9HBA0,Code
29850,GeneToProtein,Q9NZQ8,Code
140803,GeneToProtein,Q9BX84,Code
56302,GeneToProtein,Q9NQA5,Code
54822,GeneToProtein,Q96QT4,Code
79054,GeneToProtein,Q7Z2W7,Code
55503,GeneToProtein,Q9H1D0,Code
142940,GeneToProtein,Q8WWH5,Code
26995,GeneToProtein,O95900,Code
5645,GeneToProtein,P07478,Code
154754,GeneToProtein,Q8NHM4,Code
7296,GeneToProtein,Q16881,Code
23430,GeneToProtein,Q9BZJ3,Code
25823,GeneToProtein,Q9NRR2,Code
80834,GeneToProtein,Q8TE23,Code
7177,GeneToProtein,Q15661,Code
5646,GeneToProtein,P35030,Code
64499,GeneToProtein,P20231,Code
10587,GeneToProtein,Q9NNW7,Code
128229,GeneToProtein,Q96A04,Code
114112,GeneToProtein,Q86VQ6,Code
83756,GeneToProtein,Q7RTX0,Code
5644,GeneToProtein,P07477,Code
7251,GeneToProtein,Q99816,Code
80835,GeneToProtein,Q7RTX1,Code
114043,GeneToProtein,P59090,Code
10665,GeneToProtein,Q5SRN2,Code
54952,GeneToProtein,Q9NX07,Code
80705,GeneToProtein,Q9BZW7,Code
114960,GeneToProtein,Q96PP4,Code
7248,GeneToProtein,Q92574,Code
7130,GeneToProtein,P98066,Code
7252,GeneToProtein,P01222,Code
10194,GeneToProtein,Q6ZSZ6,Code
54084,GeneToProtein,Q8WU66,Code
128553,GeneToProtein,Q9NRE2,Code
85480,GeneToProtein,Q969D9,Code
27075,GeneToProtein,O95857,Code
144448,GeneToProtein,P0C672,Code
57616,GeneToProtein,Q63HK5,Code
10077,GeneToProtein,Q96QS1,Code
203062,GeneToProtein,Q96NA8,Code
83882,GeneToProtein,Q9H1Z9,Code
7105,GeneToProtein,O43657,Code
60385,GeneToProtein,Q9UJT2,Code
81619,GeneToProtein,Q8NG11,Code
10103,GeneToProtein,O60635,Code
7249,GeneToProtein,P49815,Code
441631,GeneToProtein,A1L157,Code
7257,GeneToProtein,Q99598,Code
340348,GeneToProtein,Q86UF1,Code
7253,GeneToProtein,P16473,Code
7102,GeneToProtein,P41732,Code
25987,GeneToProtein,Q8WUA8,Code
23555,GeneToProtein,O95858,Code
23554,GeneToProtein,O95859,Code
10099,GeneToProtein,O60637,Code
26526,GeneToProtein,Q9UKR8,Code
7103,GeneToProtein,P19075,Code
10100,GeneToProtein,O60636,Code
26262,GeneToProtein,Q96FV3,Code
7106,GeneToProtein,O14817,Code
7247,GeneToProtein,Q15631,Code
10867,GeneToProtein,O75954,Code
6302,GeneToProtein,Q12999,Code
7258,GeneToProtein,Q01534,Code
10098,GeneToProtein,P62079,Code
222642,GeneToProtein,Q5TGU0,Code
64591,GeneToProtein,A6NKD2,Code
90139,GeneToProtein,Q96SJ8,Code
728137,GeneToProtein,P0CV98,Code
728395,GeneToProtein,P0CV99,Code
706,GeneToProtein,B1AH88,Code
728403,GeneToProtein,P0CW00,Code
55720,GeneToProtein,Q2NL82,Code
115939,GeneToProtein,Q9UJK0,Code
728132,GeneToProtein,A0A494C1R9,Code
100289087,GeneToProtein,P0CW01,Code
7058,GeneToProtein,P35442,Code
100131187,GeneToProtein,Q8NFU3,Code
23617,GeneToProtein,Q96PF2,Code
158427,GeneToProtein,Q5T7W7,Code
90121,GeneToProtein,Q969E8,Code
100130890,GeneToProtein,H0UI37,Code
81629,GeneToProtein,Q96PN8,Code
706,GeneToProtein,P30536,Code
7059,GeneToProtein,P49746,Code
7057,GeneToProtein,P07996,Code
283629,GeneToProtein,Q6SA08,Code
22996,GeneToProtein,Q5SRH9,Code
128854,GeneToProtein,Q9H489,Code
10078,GeneToProtein,Q9Y5U2,Code
54970,GeneToProtein,Q9H892,Code
23270,GeneToProtein,Q9UJ04,Code
7259,GeneToProtein,Q9H0U9,Code
7060,GeneToProtein,P35443,Code
158219,GeneToProtein,Q5VTQ0,Code
7265,GeneToProtein,Q99614,Code
85453,GeneToProtein,Q86VY4,Code
79573,GeneToProtein,Q8NBP0,Code
83983,GeneToProtein,Q9BXA6,Code
23331,GeneToProtein,Q96AY4,Code
83942,GeneToProtein,Q9BXA7,Code
100287898,GeneToProtein,A8MYJ7,Code
388951,GeneToProtein,Q8N831,Code
64061,GeneToProtein,Q9H2G4,Code
55001,GeneToProtein,Q5TAA0,Code
10279,GeneToProtein,Q9NQE7,Code
151613,GeneToProtein,Q96N46,Code
125488,GeneToProtein,Q8N584,Code
29122,GeneToProtein,Q9UI38,Code
145567,GeneToProtein,Q86TV6,Code
7267,GeneToProtein,P53804,Code
83894,GeneToProtein,Q8NA56,Code
158248,GeneToProtein,Q8NEE8,Code
64927,GeneToProtein,Q5W5X9,Code
199223,GeneToProtein,Q8NDW8,Code
143941,GeneToProtein,A6NLP5,Code
164118,GeneToProtein,A2A3L6,Code
123016,GeneToProtein,Q8TAM2,Code
253724,GeneToProtein,Q6P2S7,Code
55761,GeneToProtein,Q96AE7,Code
84630,GeneToProtein,Q5TCY1,Code
55622,GeneToProtein,Q6P3X3,Code
23508,GeneToProtein,Q92623,Code
55020,GeneToProtein,Q5R3I4,Code
79809,GeneToProtein,Q7Z4L5,Code
148014,GeneToProtein,Q8N6N2,Code
54902,GeneToProtein,Q6DKK2,Code
146057,GeneToProtein,Q6IQ55,Code
64427,GeneToProtein,Q49AM3,Code
7268,GeneToProtein,O95801,Code
130502,GeneToProtein,Q5I0X7,Code
283237,GeneToProtein,Q8N5M4,Code
153657,GeneToProtein,Q6PF05,Code
23548,GeneToProtein,Q6PID6,Code
91875,GeneToProtein,Q8N0Z6,Code
319089,GeneToProtein,Q86TZ1,Code
57217,GeneToProtein,Q9ULT0,Code
9675,GeneToProtein,O43156,Code
158135,GeneToProtein,Q8NHH1,Code
150465,GeneToProtein,Q8NG68,Code
80185,GeneToProtein,Q6NXR4,Code
7270,GeneToProtein,Q15361,Code
23093,GeneToProtein,Q6EMB2,Code
23170,GeneToProtein,Q14166,Code
25809,GeneToProtein,O95922,Code
440307,GeneToProtein,A6NNM8,Code
7538,GeneToProtein,P26651,Code
8458,GeneToProtein,Q9UNY4,Code
83887,GeneToProtein,Q9BWV7,Code
7276,GeneToProtein,P02766,Code
284076,GeneToProtein,Q8N841,Code
26140,GeneToProtein,Q9Y4R7,Code
7272,GeneToProtein,P33981,Code
79739,GeneToProtein,Q6ZT98,Code
254173,GeneToProtein,Q6ZVT0,Code
9654,GeneToProtein,Q14679,Code
246119,GeneToProtein,Q9BZA0,Code
83867,GeneToProtein,Q9BZ98,Code
57348,GeneToProtein,Q9H313,Code
83868,GeneToProtein,Q9BZ97,Code
79183,GeneToProtein,Q9BTX7,Code
164714,GeneToProtein,A6PVC2,Code
7287,GeneToProtein,O00294,Code
7274,GeneToProtein,P49638,Code
7275,GeneToProtein,P50607,Code
100507043,GeneToProtein,A0A1B0GTB2,Code
7288,GeneToProtein,O00295,Code
94015,GeneToProtein,Q9BSA4,Code
164395,GeneToProtein,Q3SXZ7,Code
7289,GeneToProtein,O75386,Code
7286,GeneToProtein,Q9NNX1,Code
56995,GeneToProtein,Q9NRJ4,Code
80727,GeneToProtein,Q9C0H2,Code
55000,GeneToProtein,A0A6I8PU40,Code
11334,GeneToProtein,O75896,Code
7991,GeneToProtein,Q13454,Code
286319,GeneToProtein,Q2TAM9,Code
57549,GeneToProtein,Q9P2J2,Code
28643,GeneToProtein,A0JD32,Code
28676,GeneToProtein,A0A0B4J240,Code
28693,GeneToProtein,A0A0B4J248,Code
28692,GeneToProtein,A0A0B4J238,Code
22997,GeneToProtein,Q9UPX0,Code
28669,GeneToProtein,A0A0A6YYC5,Code
28667,GeneToProtein,A0A0A6YYK6,Code
28652,GeneToProtein,A0A087WSZ9,Code
28666,GeneToProtein,A0A0B4J275,Code
28677,GeneToProtein,A0A087WT02,Code
28648,GeneToProtein,A0A0B4J273,Code
28557,GeneToProtein,A0A0K0K1B3,Code
28665,GeneToProtein,A0A075B6X5,Code
28674,GeneToProtein,A0A0B4J245,Code
28601,GeneToProtein,A0A0A6YYG2,Code
28647,GeneToProtein,P0DPF4,Code
28619,GeneToProtein,A0A576,Code
28664,GeneToProtein,A0A0A6YYK7,Code
28600,GeneToProtein,A0A0A0MS04,Code
28673,GeneToProtein,A0A075B6T6,Code
28646,GeneToProtein,A0A075B6V5,Code
28617,GeneToProtein,A0A577,Code
28582,GeneToProtein,A0A0K0K1C0,Code
28663,GeneToProtein,A0A0B4J274,Code
28599,GeneToProtein,A0A0A6YYG3,Code
28672,GeneToProtein,A0A0B4J271,Code
28642,GeneToProtein,A0A0B4J263,Code
28616,GeneToProtein,A0A539,Code
28581,GeneToProtein,A0A584,Code
780776,GeneToProtein,A6NH52,Code
28598,GeneToProtein,A0A0J9YX75,Code
28690,GeneToProtein,A0A0B4J244,Code
28615,GeneToProtein,A0A589,Code
28597,GeneToProtein,A0A0A6YYK4,Code
28671,GeneToProtein,A0A0B4J241,Code
28662,GeneToProtein,A0A0B4J279,Code
28614,GeneToProtein,A0A578,Code
23318,GeneToProtein,Q5TAX3,Code
28596,GeneToProtein,A0A1B0GXF2,Code
28580,GeneToProtein,A0A5A6,Code
28612,GeneToProtein,A0A0A0MS03,Code
51030,GeneToProtein,Q9NYZ1,Code
28670,GeneToProtein,A0A0B4J235,Code
28641,GeneToProtein,A0A0B4J280,Code
28595,GeneToProtein,A0A075B6L6,Code
28657,GeneToProtein,A0A087WT03,Code
28640,GeneToProtein,A0A0B4J266,Code
28661,GeneToProtein,A0A0B4J277,Code
28594,GeneToProtein,A0A1B0GX95,Code
28656,GeneToProtein,A0A0B4J265,Code
28577,GeneToProtein,P01733,Code
28611,GeneToProtein,A0A0C4DH59,Code
28689,GeneToProtein,A0A0B4J268,Code
201158,GeneToProtein,Q96ET8,Code
28660,GeneToProtein,A0A075B6W5,Code
28592,GeneToProtein,A0A1B0GX31,Code
28574,GeneToProtein,A0A0A6YYD4,Code
28576,GeneToProtein,A0A0B4J2E0,Code
28644,GeneToProtein,A0A0B4J264,Code
28688,GeneToProtein,A0A0B4J249,Code
28610,GeneToProtein,A0A597,Code
28591,GeneToProtein,A0A0K0K1E9,Code
28575,GeneToProtein,A0A1B0GX78,Code
28659,GeneToProtein,A0A0B4J272,Code
28573,GeneToProtein,A0A5B0,Code
6956,GeneToProtein,A0A075B6T7,Code
28590,GeneToProtein,A0A1B0GX51,Code
28609,GeneToProtein,A0A599,Code
28567,GeneToProtein,A0A075B6N2,Code
28658,GeneToProtein,A0A0B4J276,Code
28571,GeneToProtein,A0A087WV62,Code
28686,GeneToProtein,A0A075B6U4,Code
28608,GeneToProtein,A0A0A0MS05,Code
28563,GeneToProtein,A0A075B6N3,Code
28589,GeneToProtein,P04435,Code
79670,GeneToProtein,Q5VYS8,Code
28562,GeneToProtein,A0A075B6N4,Code
28607,GeneToProtein,A0A5A2,Code
28570,GeneToProtein,A0A087X0K7,Code
28685,GeneToProtein,A0A0A6YYK1,Code
5756,GeneToProtein,Q12792,Code
28655,GeneToProtein,A0A087WT01,Code
28684,GeneToProtein,A0A0B4J237,Code
28569,GeneToProtein,A0A087X0M5,Code
28586,GeneToProtein,A0A0B4J1U6,Code
28683,GeneToProtein,A0A0A6YYJ7,Code
28606,GeneToProtein,A0A0K0K1D8,Code
6984,GeneToProtein,A0A0A0MS01,Code
28653,GeneToProtein,P04437,Code
28585,GeneToProtein,A0A0K0K1A3,Code
28605,GeneToProtein,A0A0J9YXY3,Code
6985,GeneToProtein,A0A075B6L2,Code
28691,GeneToProtein,A0A0B4J234,Code
28568,GeneToProtein,A0A075B6N1,Code
28584,GeneToProtein,A0A0K0K1G8,Code
28604,GeneToProtein,P0DPF7,Code
28682,GeneToProtein,P01737,Code
28583,GeneToProtein,A0A0K0K1G6,Code
28603,GeneToProtein,A0A1B0GX49,Code
28564,GeneToProtein,A0A0A0MS06,Code
28680,GeneToProtein,A0A0B4J262,Code
28602,GeneToProtein,A0A0K0K1A5,Code
28560,GeneToProtein,A0A0K0K1C4,Code
28678,GeneToProtein,A0A075B6T8,Code
28559,GeneToProtein,A0A5B6,Code
117581,GeneToProtein,Q8WVJ9,Code
28558,GeneToProtein,A0A5B7,Code
11344,GeneToProtein,Q6IBS0,Code
28620,GeneToProtein,A0A1B0GX68,Code
57045,GeneToProtein,Q9GZX9,Code
56157,GeneToProtein,Q9BXU3,Code
83639,GeneToProtein,Q9BY14,Code
56156,GeneToProtein,Q9BXU2,Code
100129520,GeneToProtein,A0A0J9YWL9,Code
7291,GeneToProtein,Q15672,Code
100132015,GeneToProtein,A0A0J9YY54,Code
113419,GeneToProtein,Q6UWH6,Code
51368,GeneToProtein,Q9Y6I9,Code
30851,GeneToProtein,O14907,Code
79770,GeneToProtein,Q96J42,Code
57544,GeneToProtein,Q9P2K2,Code
84817,GeneToProtein,Q9BRA2,Code
51061,GeneToProtein,Q6PKC3,Code
7294,GeneToProtein,P42681,Code
51060,GeneToProtein,O95881,Code
55815,GeneToProtein,Q2TAA8,Code
246126,GeneToProtein,Q9BZA5,Code
200081,GeneToProtein,P40222,Code
51314,GeneToProtein,Q8N427,Code
10628,GeneToProtein,Q9H3M7,Code
167838,GeneToProtein,Q8N3L3,Code
55787,GeneToProtein,Q9NUQ3,Code
9352,GeneToProtein,O43396,Code
10907,GeneToProtein,P83876,Code
54957,GeneToProtein,Q9NX01,Code
81567,GeneToProtein,Q8NBS9,Code
347736,GeneToProtein,Q86XW9,Code
84203,GeneToProtein,Q86VQ3,Code
255220,GeneToProtein,Q6A555,Code
6576,GeneToProtein,P53007,Code
9087,GeneToProtein,O14604,Code
55775,GeneToProtein,Q9NUW8,Code
10190,GeneToProtein,O14530,Code
7297,GeneToProtein,P29597,Code
7114,GeneToProtein,P62328,Code
7054,GeneToProtein,P07101,Code
51567,GeneToProtein,O95551,Code
9168,GeneToProtein,P63313,Code
494514,GeneToProtein,Q8TAI1,Code
7301,GeneToProtein,Q06418,Code
1890,GeneToProtein,P19971,Code
7305,GeneToProtein,O43914,Code
219743,GeneToProtein,Q2T9J0,Code
7306,GeneToProtein,P17643,Code
1638,GeneToProtein,P40126,Code
7299,GeneToProtein,P14679,Code
7298,GeneToProtein,P04818,Code
441250,GeneToProtein,Q6NUM6,Code
55253,GeneToProtein,Q9NV66,Code
392188,GeneToProtein,P0C7I0,Code
100287144,GeneToProtein,C9JJH3,Code
100287178,GeneToProtein,C9JVI0,Code
129450,GeneToProtein,A2RUC4,Code
100287238,GeneToProtein,C9JLJ4,Code
401447,GeneToProtein,Q7RTZ2,Code
100288520,GeneToProtein,C9J2P7,Code
100287327,GeneToProtein,D6RBQ6,Code
100287364,GeneToProtein,D6R9N7,Code
377630,GeneToProtein,Q6R6M4,Code
100287404,GeneToProtein,D6RCP7,Code
645836,GeneToProtein,A6NCW0,Code
100287441,GeneToProtein,D6RJB6,Code
9836,GeneToProtein,O60294,Code
127253,GeneToProtein,Q6IPR3,Code
645402,GeneToProtein,A6NCW7,Code
100287478,GeneToProtein,D6R901,Code
100287513,GeneToProtein,D6RA61,Code
728386,GeneToProtein,A8MUK1,Code
9094,GeneToProtein,Q13432,Code
101241878,GeneToProtein,D6RBM5,Code
391622,GeneToProtein,Q6QN14,Code
392197,GeneToProtein,P0C7H9,Code
728369,GeneToProtein,Q0WX57,Code
7528,GeneToProtein,P25490,Code
199746,GeneToProtein,Q8WU68,Code
11066,GeneToProtein,Q16560,Code
55039,GeneToProtein,Q53H54,Code
84747,GeneToProtein,A6NIH7,Code
9136,GeneToProtein,O43818,Code
404281,GeneToProtein,O15391,Code
7307,GeneToProtein,Q01081,Code
7310,GeneToProtein,Q15695,Code
3104,GeneToProtein,P10074,Code
8233,GeneToProtein,Q15696,Code
100131816,GeneToProtein,Q8IWF7,Code
9343,GeneToProtein,Q15029,Code
134111,GeneToProtein,A1L167,Code
11338,GeneToProtein,P26368,Code
23020,GeneToProtein,O75643,Code
55075,GeneToProtein,Q9BZF9,Code
7321,GeneToProtein,P51668,Code
7324,GeneToProtein,P51965,Code
6675,GeneToProtein,Q16222,Code
7325,GeneToProtein,Q96LR5,Code
118424,GeneToProtein,Q8N2K1,Code
10477,GeneToProtein,Q969T4,Code
7322,GeneToProtein,P62837,Code
997,GeneToProtein,P49427,Code
91373,GeneToProtein,Q3KQV9,Code
54926,GeneToProtein,Q712K3,Code
7326,GeneToProtein,P62253,Code
7332,GeneToProtein,P68036,Code
390595,GeneToProtein,F5GYI3,Code
7323,GeneToProtein,P61077,Code
7327,GeneToProtein,P60604,Code
171222,GeneToProtein,A0A1B0GUS4,Code
7335,GeneToProtein,Q13404,Code
9246,GeneToProtein,O14933,Code
10422,GeneToProtein,Q9BSL1,Code
51619,GeneToProtein,Q9Y2X8,Code
51465,GeneToProtein,Q9Y385,Code
79876,GeneToProtein,Q9GZZ9,Code
124402,GeneToProtein,Q8TB05,Code
7336,GeneToProtein,Q15819,Code
7317,GeneToProtein,P22314,Code
55585,GeneToProtein,Q7Z7E8,Code
9040,GeneToProtein,P61081,Code
337867,GeneToProtein,Q8NBM4,Code
283991,GeneToProtein,Q8IYN6,Code
7314,GeneToProtein,P0CG47,Code
9039,GeneToProtein,Q8TBC4,Code
92912,GeneToProtein,Q8WVN8,Code
51271,GeneToProtein,Q9NZ09,Code
55236,GeneToProtein,A0AVT1,Code
55833,GeneToProtein,Q5T6F2,Code
7318,GeneToProtein,P41226,Code
140739,GeneToProtein,Q969M7,Code
63893,GeneToProtein,Q9C0C9,Code
7319,GeneToProtein,P49459,Code
134510,GeneToProtein,Q8WVY7,Code
65264,GeneToProtein,Q9H832,Code
7328,GeneToProtein,P62256,Code
7329,GeneToProtein,P63279,Code
7316,GeneToProtein,P0CG48,Code
29089,GeneToProtein,Q9NPD8,Code
7320,GeneToProtein,P63146,Code
10277,GeneToProtein,O95155,Code
3093,GeneToProtein,P61086,Code
148581,GeneToProtein,Q5VVX9,Code
7337,GeneToProtein,Q05086,Code
55284,GeneToProtein,Q96B02,Code
10537,GeneToProtein,O15205,Code
27338,GeneToProtein,Q16763,Code
89910,GeneToProtein,Q7Z3V4,Code
11065,GeneToProtein,O00762,Code
7343,GeneToProtein,P17480,Code
7334,GeneToProtein,P61088,Code
9690,GeneToProtein,Q15386,Code
56061,GeneToProtein,O14562,Code
29914,GeneToProtein,Q9Y5Z9,Code
642623,GeneToProtein,P0CB47,Code
643615,GeneToProtein,P0CB48,Code
90025,GeneToProtein,Q7Z6J8,Code
9354,GeneToProtein,Q14139,Code
7342,GeneToProtein,Q9NZI7,Code
5412,GeneToProtein,O95164,Code
254048,GeneToProtein,Q6ZU65,Code
59286,GeneToProtein,Q9BZL1,Code
8266,GeneToProtein,P11441,Code
9097,GeneToProtein,P54578,Code
219333,GeneToProtein,O75317,Code
7398,GeneToProtein,O94782,Code
84993,GeneToProtein,Q96S82,Code
23326,GeneToProtein,Q9UPT9,Code
164153,GeneToProtein,Q8N7F7,Code
57646,GeneToProtein,Q96RU2,Code
57478,GeneToProtein,Q70CQ4,Code
11274,GeneToProtein,Q9UMW8,Code
9100,GeneToProtein,Q14694,Code
57663,GeneToProtein,Q9HBJ7,Code
84669,GeneToProtein,Q8NFA0,Code
29855,GeneToProtein,Q9NPG3,Code
8975,GeneToProtein,Q92995,Code
23358,GeneToProtein,Q9UPU5,Code
10869,GeneToProtein,O94966,Code
9958,GeneToProtein,Q9Y4E8,Code
57602,GeneToProtein,Q9P275,Code
23032,GeneToProtein,Q8TEY7,Code
10868,GeneToProtein,Q9Y2K6,Code
9898,GeneToProtein,Q14157,Code
9960,GeneToProtein,Q9Y6I4,Code
29761,GeneToProtein,Q9UHP3,Code
8237,GeneToProtein,P51784,Code
85015,GeneToProtein,Q70EL2,Code
9736,GeneToProtein,Q70CQ2,Code
57695,GeneToProtein,Q86T82,Code
83844,GeneToProtein,Q9BXU7,Code
55230,GeneToProtein,Q9NVE5,Code
54532,GeneToProtein,Q70EK8,Code
27005,GeneToProtein,Q9UK80,Code
64854,GeneToProtein,P62068,Code
7375,GeneToProtein,Q13107,Code
57558,GeneToProtein,Q9P2H5,Code
84640,GeneToProtein,Q8NB14,Code
84132,GeneToProtein,Q9H9J4,Code
10600,GeneToProtein,Q9Y5T5,Code
389856,GeneToProtein,A6NNY8,Code
9099,GeneToProtein,O75604,Code
159195,GeneToProtein,Q70EL1,Code
10713,GeneToProtein,Q53GS9,Code
124739,GeneToProtein,Q70EL4,Code
55031,GeneToProtein,Q96K76,Code
143630,GeneToProtein,Q8IYU4,Code
92181,GeneToProtein,Q8WUN7,Code
8078,GeneToProtein,P45974,Code
127733,GeneToProtein,Q96LJ8,Code
84101,GeneToProtein,Q9H0E7,Code
373509,GeneToProtein,Q70EL3,Code
23352,GeneToProtein,Q5T4S7,Code
91544,GeneToProtein,Q5T124,Code
84196,GeneToProtein,Q86UV5,Code
7874,GeneToProtein,Q93009,Code
84749,GeneToProtein,Q70CQ3,Code
158880,GeneToProtein,Q70EK9,Code
137886,GeneToProtein,Q14CS0,Code
9098,GeneToProtein,P35125,Code
197131,GeneToProtein,Q8IWV7,Code
25862,GeneToProtein,Q70CQ1,Code
29979,GeneToProtein,Q9UMX0,Code
